zip_code,latitude,longitude,city,state,county
501,40.922326,-72.637078,Holtsville,New York,Suffolk
544,40.922326,-72.637078,Holtsville,New York,Suffolk
601,18.165273,-66.722583,Adjuntas,Puerto Rico,Adjuntas
602,18.393103,-67.180953,Aguada,Puerto Rico,Aguada
603,18.455913,-67.14578,Aguadilla,Puerto Rico,Aguadilla
604,18.49352,-67.135883,Aguadilla,Puerto Rico,Aguadilla
605,18.465162,-67.141486,Aguadilla,Puerto Rico,Aguadilla
606,18.172947,-66.944111,Maricao,Puerto Rico,Maricao
610,18.288685,-67.139696,Anasco,Puerto Rico,Anasco
611,18.279531,-66.80217,Angeles,Puerto Rico,Utuado
612,18.450674,-66.698262,Arecibo,Puerto Rico,Arecibo
613,18.458093,-66.732732,Arecibo,Puerto Rico,Arecibo
614,18.429675,-66.674506,Arecibo,Puerto Rico,Arecibo
616,18.444792,-66.640678,Bajadero,Puerto Rico,Arecibo
617,18.447092,-66.544255,Barceloneta,Puerto Rico,Barceloneta
622,17.998531,-67.187318,Boqueron,Puerto Rico,Cabo Rojo
623,18.062201,-67.149541,Cabo Rojo,Puerto Rico,Cabo Rojo
624,18.023535,-66.726156,Penuelas,Puerto Rico,Penuelas
627,18.477891,-66.85477,Camuy,Puerto Rico,Camuy
631,18.269187,-66.864993,Castaner,Puerto Rico,Lares
636,18.113284,-67.039706,Rosario,Puerto Rico,San German
637,18.087322,-66.934911,Sabana Grande,Puerto Rico,Sabana Grande
638,18.33616,-66.472087,Ciales,Puerto Rico,Ciales
641,18.250027,-66.698957,Utuado,Puerto Rico,Utuado
646,18.43606,-66.281954,Dorado,Puerto Rico,Dorado
647,17.969594,-66.939754,Ensenada,Puerto Rico,Guanica
650,18.360125,-66.562311,Florida,Puerto Rico,Florida
652,18.457254,-66.603358,Garrochales,Puerto Rico,Arecibo
653,17.972468,-66.898661,Guanica,Puerto Rico,Guanica
656,18.02328,-66.786909,Guayanilla,Puerto Rico,Guayanilla
659,18.481391,-66.808696,Hatillo,Puerto Rico,Hatillo
660,18.145486,-67.135323,Hormigueros,Puerto Rico,Hormigueros
662,18.480285,-67.028155,Isabela,Puerto Rico,Isabela
664,18.217606,-66.598306,Jayuya,Puerto Rico,Jayuya
667,18.015099,-67.055973,Lajas,Puerto Rico,Lajas
669,18.295952,-66.881925,Lares,Puerto Rico,Lares
670,18.252135,-66.990967,Las Marias,Puerto Rico,Las Marias
674,18.44553,-66.490268,Manati,Puerto Rico,Manati
676,18.383727,-67.080799,Moca,Puerto Rico,Moca
677,18.335781,-67.252547,Rincon,Puerto Rico,Rincon
678,18.45303,-66.933689,Quebradillas,Puerto Rico,Quebradillas
680,18.219023,-67.508068,Mayaguez,Puerto Rico,Mayaguez
681,18.219023,-67.508068,Mayaguez,Puerto Rico,Mayaguez
682,18.219023,-67.508068,Mayaguez,Puerto Rico,Mayaguez
683,18.113284,-67.039706,San German,Puerto Rico,San German
685,18.3236,-66.972227,San Sebastian,Puerto Rico,San Sebastian
687,18.316976,-66.415207,Morovis,Puerto Rico,Morovis
688,18.429675,-66.674506,Sabana Hoyos,Puerto Rico,Arecibo
690,18.476196,-67.139597,San Antonio,Puerto Rico,Aguadilla
692,18.435818,-66.338523,Vega Alta,Puerto Rico,Vega Alta
693,18.443109,-66.398302,Vega Baja,Puerto Rico,Vega Baja
694,18.443109,-66.398302,Vega Baja,Puerto Rico,Vega Baja
698,18.06104,-66.861164,Yauco,Puerto Rico,Yauco
703,18.250398,-66.12845,Aguas Buenas,Puerto Rico,Aguas Buenas
704,17.99229,-66.139253,Aguirre,Puerto Rico,Guayama
705,18.128092,-66.268717,Aibonito,Puerto Rico,Aibonito
707,18.007014,-65.898719,Maunabo,Puerto Rico,Maunabo
714,17.96751,-66.04138,Arroyo,Puerto Rico,Arroyo
715,18.011854,-66.563721,Mercedita,Puerto Rico,Ponce
716,18.001995,-66.607429,Ponce,Puerto Rico,Ponce
717,18.001995,-66.607429,Ponce,Puerto Rico,Ponce
718,18.22139,-65.77831,Naguabo,Puerto Rico,Naguabo
719,18.298017,-66.229751,Naranjito,Puerto Rico,Naranjito
720,18.226862,-66.39402,Orocovis,Puerto Rico,Orocovis
721,18.364161,-65.778288,Palmer,Puerto Rico,Rio Grande
723,18.009994,-66.010572,Patillas,Puerto Rico,Patillas
725,18.212965,-66.058033,Caguas,Puerto Rico,Caguas
726,18.212965,-66.058033,Caguas,Puerto Rico,Caguas
727,18.212965,-66.058033,Caguas,Puerto Rico,Caguas
728,18.001995,-66.607429,Ponce,Puerto Rico,Ponce
729,18.333093,-65.883864,Canovanas,Puerto Rico,Canovanas
730,18.001995,-66.607429,Ponce,Puerto Rico,Ponce
731,18.03831,-66.626344,Ponce,Puerto Rico,Ponce
732,18.021781,-66.613742,Ponce,Puerto Rico,Ponce
733,18.019331,-66.619165,Ponce,Puerto Rico,Ponce
734,17.999499,-66.643934,Ponce,Puerto Rico,Ponce
735,18.264872,-65.594769,Ceiba,Puerto Rico,Ceiba
736,18.102967,-66.139274,Cayey,Puerto Rico,Cayey
737,18.102967,-66.139274,Cayey,Puerto Rico,Cayey
738,18.359381,-65.611361,Fajardo,Puerto Rico,Fajardo
739,18.181469,-66.169519,Cidra,Puerto Rico,Cidra
740,18.331958,-65.63878,Puerto Real,Puerto Rico,Fajardo
741,18.162156,-65.753485,Punta Santiago,Puerto Rico,Humacao
742,18.264872,-65.594769,Roosevelt Roads,Puerto Rico,Ceiba
744,18.206329,-65.743058,Rio Blanco,Puerto Rico,Naguabo
745,18.367347,-65.816583,Rio Grande,Puerto Rico,Rio Grande
751,17.99852,-66.264825,Salinas,Puerto Rico,Salinas
754,18.187584,-65.962389,San Lorenzo,Puerto Rico,San Lorenzo
757,17.991233,-66.395543,Santa Isabel,Puerto Rico,Santa Isabel
765,18.123347,-65.460356,Vieques,Puerto Rico,Vieques
766,18.120519,-66.496607,Villalba,Puerto Rico,Villalba
767,18.045522,-65.886988,Yabucoa,Puerto Rico,Yabucoa
769,18.095992,-66.35081,Coamo,Puerto Rico,Coamo
771,18.196576,-65.87197,Las Piedras,Puerto Rico,Las Piedras
772,18.447406,-65.899357,Loiza,Puerto Rico,Loiza
773,18.366027,-65.708138,Luquillo,Puerto Rico,Luquillo
775,18.323736,-65.296467,Culebra,Puerto Rico,Culebra
777,18.206489,-65.901774,Juncos,Puerto Rico,Juncos
778,18.259092,-65.974641,Gurabo,Puerto Rico,Gurabo
780,18.001995,-66.607429,Coto Laurel,Puerto Rico,Ponce
782,18.224958,-66.219885,Comerio,Puerto Rico,Comerio
783,18.304369,-66.330525,Corozal,Puerto Rico,Corozal
784,17.99229,-66.139253,Guayama,Puerto Rico,Guayama
785,18.018822,-66.795603,Guayama,Puerto Rico,Guayanilla
786,18.128092,-66.268717,La Plata,Puerto Rico,Aibonito
791,18.138029,-65.788499,Humacao,Puerto Rico,Humacao
792,18.138029,-65.788499,Humacao,Puerto Rico,Humacao
794,18.200898,-66.307236,Barranquitas,Puerto Rico,Barranquitas
795,17.997367,-66.493218,Juana Diaz,Puerto Rico,Juana Diaz
801,18.322285,-64.963715,St Thomas,VI,Saint Thomas
802,18.322285,-64.963715,St Thomas,VI,Saint Thomas
803,18.322285,-64.963715,St Thomas,VI,Saint Thomas
804,18.322285,-64.963715,St Thomas,VI,Saint Thomas
805,18.322285,-64.963715,St Thomas,VI,Saint Thomas
820,17.734211,-64.734694,Christiansted,VI,Saint Croix
821,17.734211,-64.734694,Christiansted,VI,Saint Croix
822,17.734211,-64.734694,Christiansted,VI,Saint Croix
823,17.734211,-64.734694,Christiansted,VI,Saint Croix
824,17.734211,-64.734694,Christiansted,VI,Saint Croix
830,18.32816,-64.740737,St John,VI,Saint John
831,18.32816,-64.740737,St John,VI,Saint John
840,17.734211,-64.734694,Frederiksted,VI,Saint Croix
841,17.734211,-64.734694,Frederiksted,VI,Saint Croix
850,17.734211,-64.734694,Kingshill,VI,Saint Croix
851,17.734211,-64.734694,Kingshill,VI,Saint Croix
901,18.465901,-66.103568,San Juan,Puerto Rico,San Juan
902,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
906,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
907,18.451647,-66.077003,San Juan,Puerto Rico,San Juan
908,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
909,18.443384,-66.068133,San Juan,Puerto Rico,San Juan
910,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
911,18.450828,-66.057859,San Juan,Puerto Rico,San Juan
912,18.444187,-66.059859,San Juan,Puerto Rico,San Juan
913,18.450735,-66.043352,San Juan,Puerto Rico,San Juan
914,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
915,18.437896,-66.048087,San Juan,Puerto Rico,San Juan
916,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
917,18.422018,-66.050602,San Juan,Puerto Rico,San Juan
918,18.419069,-66.062319,San Juan,Puerto Rico,San Juan
919,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
920,18.406808,-66.091885,San Juan,Puerto Rico,San Juan
921,18.390429,-66.066124,San Juan,Puerto Rico,San Juan
922,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
923,18.410775,-66.036708,San Juan,Puerto Rico,San Juan
924,18.396392,-66.01146,San Juan,Puerto Rico,San Juan
925,18.401055,-66.049773,San Juan,Puerto Rico,San Juan
926,18.369376,-66.062804,San Juan,Puerto Rico,San Juan
927,18.385174,-66.071959,San Juan,Puerto Rico,San Juan
928,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
929,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
930,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
931,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
933,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
934,18.34487,-66.166014,Fort Buchanan,Puerto Rico,Bayamon
935,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
936,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
937,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
938,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
939,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
940,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
949,18.431911,-66.199692,Toa Baja,Puerto Rico,Toa Baja
950,18.457761,-66.196503,Toa Baja,Puerto Rico,Toa Baja
951,18.457761,-66.196503,Toa Baja,Puerto Rico,Toa Baja
952,18.457761,-66.196503,Sabana Seca,Puerto Rico,Toa Baja
953,18.356795,-66.25701,Toa Alta,Puerto Rico,Toa Alta
954,18.358939,-66.258108,Toa Alta,Puerto Rico,Toa Alta
955,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
956,18.326702,-66.174176,Bayamon,Puerto Rico,Bayamon
957,18.366645,-66.183907,Bayamon,Puerto Rico,Bayamon
958,18.34487,-66.166014,Bayamon,Puerto Rico,Bayamon
959,18.387058,-66.159044,Bayamon,Puerto Rico,Bayamon
960,18.34487,-66.166014,Bayamon,Puerto Rico,Bayamon
961,18.413195,-66.168651,Bayamon,Puerto Rico,Bayamon
962,18.437644,-66.140407,Catano,Puerto Rico,Catano
963,18.443217,-66.139293,Catano,Puerto Rico,Catano
965,18.428784,-66.11539,Guaynabo,Puerto Rico,Guaynabo
966,18.396815,-66.114889,Guaynabo,Puerto Rico,Guaynabo
968,18.410462,-66.060533,Guaynabo,Puerto Rico,San Juan
969,18.362322,-66.113729,Guaynabo,Puerto Rico,Guaynabo
970,18.359143,-66.112295,Guaynabo,Puerto Rico,Guaynabo
971,18.30942,-66.113606,Guaynabo,Puerto Rico,Guaynabo
975,18.410462,-66.060533,San Juan,Puerto Rico,San Juan
976,18.338133,-65.989229,Trujillo Alto,Puerto Rico,Trujillo Alto
977,18.337004,-65.990099,Trujillo Alto,Puerto Rico,Trujillo Alto
978,18.337004,-65.990099,Saint Just Contract,Puerto Rico,Trujillo Alto
979,18.410462,-66.060533,Carolina,Puerto Rico,San Juan
981,18.410462,-66.060533,Carolina,Puerto Rico,San Juan
982,18.410462,-66.060533,Carolina,Puerto Rico,San Juan
983,18.413452,-65.977659,Carolina,Puerto Rico,Carolina
984,18.393355,-65.972495,Carolina,Puerto Rico,Carolina
985,18.345741,-65.93888,Carolina,Puerto Rico,Carolina
986,18.393355,-65.972495,Carolina,Puerto Rico,Carolina
987,18.373466,-65.959932,Carolina,Puerto Rico,Carolina
988,18.393355,-65.972495,Carolina,Puerto Rico,Carolina
1001,42.140549,-72.788661,Agawam,Massachusetts,Hampden
1002,42.367092,-72.464571,Amherst,Massachusetts,Hampshire
1003,42.369562,-72.63599,Amherst,Massachusetts,Hampshire
1004,42.384494,-72.513183,Amherst,Massachusetts,Hampshire
1005,42.32916,-72.139465,Barre,Massachusetts,Worcester
1007,42.280267,-72.402056,Belchertown,Massachusetts,Hampshire
1008,42.177833,-72.958359,Blandford,Massachusetts,Hampden
1009,42.206092,-72.340486,Bondsville,Massachusetts,Hampden
1010,42.108585,-72.20448,Brimfield,Massachusetts,Hampden
1011,42.294259,-72.952776,Chester,Massachusetts,Hampden
1012,42.392274,-72.825607,Chesterfield,Massachusetts,Hampshire
1013,42.161492,-72.667341,Chicopee,Massachusetts,Hampden
1014,42.170731,-72.604842,Chicopee,Massachusetts,Hampden
1020,42.177492,-72.562563,Chicopee,Massachusetts,Hampden
1021,42.170731,-72.604842,Chicopee,Massachusetts,Hampden
1022,42.193392,-72.55436,Chicopee,Massachusetts,Hampden
1026,42.428617,-72.909841,Cummington,Massachusetts,Hampshire
1027,42.368303,-72.768839,Easthampton,Massachusetts,Hampshire
1028,42.062009,-72.49874,East Longmeadow,Massachusetts,Hampden
1029,42.190904,-73.051661,East Otis,Massachusetts,Berkshire
1030,42.189335,-72.79774,Feeding Hills,Massachusetts,Hampden
1031,42.352554,-72.205724,Gilbertville,Massachusetts,Worcester
1032,42.443837,-72.819446,Goshen,Massachusetts,Hampshire
1033,42.262285,-72.504086,Granby,Massachusetts,Hampshire
1034,42.112748,-72.952003,Granville,Massachusetts,Hampden
1035,42.356804,-72.576613,Hadley,Massachusetts,Hampshire
1036,42.067614,-72.417507,Hampden,Massachusetts,Hampden
1037,42.347856,-72.225251,Hardwick,Massachusetts,Worcester
1038,42.387269,-72.643081,Hatfield,Massachusetts,Hampshire
1039,42.35641,-72.682127,Haydenville,Massachusetts,Hampshire
1040,42.198291,-72.64207,Holyoke,Massachusetts,Hampden
1041,42.170731,-72.604842,Holyoke,Massachusetts,Hampden
1050,42.313427,-72.903677,Huntington,Massachusetts,Hampshire
1053,42.353838,-72.704385,Leeds,Massachusetts,Hampshire
1054,42.474681,-72.467543,Leverett,Massachusetts,Franklin
1056,42.173276,-72.627038,Ludlow,Massachusetts,Hampden
1057,42.095323,-72.282063,Monson,Massachusetts,Hampden
1059,42.369562,-72.63599,North Amherst,Massachusetts,Hampshire
1060,42.415154,-72.76927,Northampton,Massachusetts,Hampshire
1061,42.369562,-72.63599,Northampton,Massachusetts,Hampshire
1062,42.328838,-72.845227,Florence,Massachusetts,Hampshire
1063,42.317939,-72.640234,Northampton,Massachusetts,Hampshire
1066,42.406697,-72.633901,North Hatfield,Massachusetts,Hampshire
1068,42.346144,-72.058847,Oakham,Massachusetts,Worcester
1069,42.176131,-72.31457,Palmer,Massachusetts,Hampden
1070,42.448984,-72.958397,Plainfield,Massachusetts,Hampshire
1071,42.177432,-72.864558,Russell,Massachusetts,Hampden
1072,42.471562,-72.44017,Shutesbury,Massachusetts,Franklin
1073,42.230008,-72.728463,Southampton,Massachusetts,Hampshire
1074,42.375998,-72.149388,South Barre,Massachusetts,Worcester
1075,42.24984,-72.58152,South Hadley,Massachusetts,Hampshire
1077,42.066644,-72.541205,Southwick,Massachusetts,Hampden
1079,42.192892,-72.329574,Thorndike,Massachusetts,Hampden
1080,42.179805,-72.517813,Three Rivers,Massachusetts,Hampden
1081,42.061948,-72.213598,Wales,Massachusetts,Hampden
1082,42.377471,-72.548549,Ware,Massachusetts,Hampshire
1083,42.204027,-72.199439,Warren,Massachusetts,Worcester
1084,42.390303,-72.870857,West Chesterfield,Massachusetts,Hampshire
1085,42.14869,-72.501887,Westfield,Massachusetts,Hampden
1086,42.173428,-72.847964,Westfield,Massachusetts,Hampden
1088,42.390583,-72.646894,West Hatfield,Massachusetts,Hampshire
1089,42.125793,-72.645334,West Springfield,Massachusetts,Hampden
1090,42.170731,-72.604842,West Springfield,Massachusetts,Hampden
1092,42.202887,-72.229025,West Warren,Massachusetts,Worcester
1093,42.442673,-72.652511,Whately,Massachusetts,Franklin
1094,42.358201,-72.140846,Wheelwright,Massachusetts,Worcester
1095,42.125974,-72.489988,Wilbraham,Massachusetts,Hampden
1096,42.413069,-72.821653,Williamsburg,Massachusetts,Hampshire
1097,42.161743,-72.845912,Woronoco,Massachusetts,Hampden
1098,42.40494,-72.896133,Worthington,Massachusetts,Hampshire
1101,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1102,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1103,42.103044,-72.590783,Springfield,Massachusetts,Hampden
1104,42.128605,-72.567966,Springfield,Massachusetts,Hampden
1105,42.099793,-72.577732,Springfield,Massachusetts,Hampden
1106,42.049194,-72.567882,Longmeadow,Massachusetts,Hampden
1107,42.126237,-72.586733,Springfield,Massachusetts,Hampden
1108,42.080594,-72.558081,Springfield,Massachusetts,Hampden
1109,42.119293,-72.548981,Springfield,Massachusetts,Hampden
1111,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1114,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1115,42.102894,-72.591633,Springfield,Massachusetts,Hampden
1116,42.170731,-72.604842,Longmeadow,Massachusetts,Hampden
1118,42.093894,-72.523227,Springfield,Massachusetts,Hampden
1119,42.124943,-72.526705,Springfield,Massachusetts,Hampden
1128,42.094616,-72.487229,Springfield,Massachusetts,Hampden
1129,42.124485,-72.489479,Springfield,Massachusetts,Hampden
1133,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1138,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1139,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1144,42.101796,-72.59151,Springfield,Massachusetts,Hampden
1151,42.150593,-72.51278,Indian Orchard,Massachusetts,Hampden
1152,42.170731,-72.604842,Springfield,Massachusetts,Hampden
1199,42.119943,-72.604983,Springfield,Massachusetts,Hampden
1201,42.479475,-73.24807,Pittsfield,Massachusetts,Berkshire
1202,42.3929,-73.228483,Pittsfield,Massachusetts,Berkshire
1203,42.3929,-73.228483,Pittsfield,Massachusetts,Berkshire
1220,42.385595,-73.172166,Adams,Massachusetts,Berkshire
1222,42.185969,-73.318695,Ashley Falls,Massachusetts,Berkshire
1223,42.3418,-73.103468,Becket,Massachusetts,Berkshire
1224,42.3929,-73.228483,Berkshire,Massachusetts,Berkshire
1225,42.482125,-73.127483,Cheshire,Massachusetts,Berkshire
1226,42.470296,-73.08895,Dalton,Massachusetts,Berkshire
1227,42.516145,-73.092852,Dalton,Massachusetts,Berkshire
1229,42.279292,-73.343545,Glendale,Massachusetts,Berkshire
1230,42.299392,-73.26665,Great Barrington,Massachusetts,Berkshire
1235,42.29237,-73.22164,Hinsdale,Massachusetts,Berkshire
1236,42.291299,-73.358798,Housatonic,Massachusetts,Berkshire
1237,42.487569,-73.235048,Lanesboro,Massachusetts,Berkshire
1238,42.369856,-73.267465,Lee,Massachusetts,Berkshire
1240,42.459202,-73.219858,Lenox,Massachusetts,Berkshire
1242,42.338594,-73.250891,Lenox Dale,Massachusetts,Berkshire
1243,42.356088,-73.010448,Middlefield,Massachusetts,Hampshire
1244,42.122827,-73.253983,Mill River,Massachusetts,Berkshire
1245,42.18669,-73.206498,Monterey,Massachusetts,Berkshire
1247,42.426974,-73.18632,North Adams,Massachusetts,Berkshire
1252,42.198648,-73.446234,North Egremont,Massachusetts,Berkshire
1253,42.213156,-73.090434,Otis,Massachusetts,Berkshire
1254,42.233105,-73.238358,Richmond,Massachusetts,Berkshire
1255,42.148975,-73.14861,Sandisfield,Massachusetts,Berkshire
1256,42.367341,-73.128528,Savoy,Massachusetts,Berkshire
1257,42.314564,-73.267694,Sheffield,Massachusetts,Berkshire
1258,42.128075,-73.36089,South Egremont,Massachusetts,Berkshire
1259,42.198712,-73.278543,Southfield,Massachusetts,Berkshire
1260,42.286586,-73.313274,South Lee,Massachusetts,Berkshire
1262,42.304604,-73.330001,Stockbridge,Massachusetts,Berkshire
1263,42.3929,-73.228483,Stockbridge,Massachusetts,Berkshire
1264,42.220001,-73.197865,Tyringham,Massachusetts,Berkshire
1266,42.360482,-73.265354,West Stockbridge,Massachusetts,Berkshire
1267,42.642075,-73.257699,Williamstown,Massachusetts,Berkshire
1270,42.443726,-73.116127,Windsor,Massachusetts,Berkshire
1301,42.601335,-72.623619,Greenfield,Massachusetts,Franklin
1302,42.522178,-72.624164,Greenfield,Massachusetts,Franklin
1330,42.562391,-72.738152,Ashfield,Massachusetts,Franklin
1331,42.547302,-72.183903,Athol,Massachusetts,Worcester
1337,42.62706,-72.642888,Bernardston,Massachusetts,Franklin
1338,42.573832,-72.769487,Buckland,Massachusetts,Franklin
1339,42.594252,-72.665507,Charlemont,Massachusetts,Franklin
1340,42.681539,-72.822986,Colrain,Massachusetts,Franklin
1341,42.590824,-72.70976,Conway,Massachusetts,Franklin
1342,42.54723,-72.607679,Deerfield,Massachusetts,Franklin
1343,42.642666,-72.986231,Drury,Massachusetts,Berkshire
1344,42.627072,-72.553654,Erving,Massachusetts,Franklin
1346,42.618011,-72.788896,Heath,Massachusetts,Franklin
1347,42.556558,-72.518104,Lake Pleasant,Massachusetts,Franklin
1349,42.621412,-72.705633,Turners Falls,Massachusetts,Franklin
1350,42.721456,-72.976204,Monroe Bridge,Massachusetts,Franklin
1351,42.548107,-72.48693,Montague,Massachusetts,Franklin
1354,42.522178,-72.624164,Northfield,Massachusetts,Franklin
1355,42.518718,-72.534371,New Salem,Massachusetts,Franklin
1360,42.614152,-72.528209,Northfield,Massachusetts,Franklin
1364,42.578325,-72.556589,Orange,Massachusetts,Franklin
1366,42.459632,-72.182962,Petersham,Massachusetts,Worcester
1367,42.683065,-72.715667,Rowe,Massachusetts,Franklin
1368,42.672182,-72.196376,Royalston,Massachusetts,Worcester
1369,42.522178,-72.624164,Shattuckville,Massachusetts,Franklin
1370,42.588812,-72.758781,Shelburne Falls,Massachusetts,Franklin
1373,42.464522,-72.682346,South Deerfield,Massachusetts,Franklin
1375,42.565346,-72.70094,Sunderland,Massachusetts,Franklin
1376,42.654878,-72.718123,Turners Falls,Massachusetts,Franklin
1378,42.667059,-72.339655,Warwick,Massachusetts,Franklin
1379,42.581007,-72.437179,Wendell,Massachusetts,Franklin
1380,42.553431,-72.392694,Wendell Depot,Massachusetts,Franklin
1420,42.583689,-71.816767,Fitchburg,Massachusetts,Worcester
1430,42.654906,-71.920942,Ashburnham,Massachusetts,Worcester
1431,42.446396,-71.459405,Ashby,Massachusetts,Middlesex
1432,42.446396,-71.459405,Ayer,Massachusetts,Middlesex
1436,42.601427,-72.083838,Baldwinville,Massachusetts,Worcester
1438,42.551681,-72.029434,East Templeton,Massachusetts,Worcester
1440,42.582529,-72.025884,Gardner,Massachusetts,Worcester
1441,42.364807,-71.896868,Westminster,Massachusetts,Worcester
1450,42.446396,-71.459405,Groton,Massachusetts,Middlesex
1451,42.500187,-71.575864,Harvard,Massachusetts,Worcester
1452,42.483895,-72.011516,Hubbardston,Massachusetts,Worcester
1453,42.471316,-71.837509,Leominster,Massachusetts,Worcester
1460,42.446396,-71.459405,Littleton,Massachusetts,Middlesex
1462,42.583322,-71.752266,Lunenburg,Massachusetts,Worcester
1463,42.446396,-71.459405,Pepperell,Massachusetts,Middlesex
1464,42.446396,-71.459405,Shirley,Massachusetts,Middlesex
1467,42.487056,-71.613078,Still River,Massachusetts,Worcester
1468,42.555059,-72.072285,Templeton,Massachusetts,Worcester
1469,42.446396,-71.459405,Townsend,Massachusetts,Middlesex
1470,42.446396,-71.459405,Groton,Massachusetts,Middlesex
1471,42.446396,-71.459405,Groton,Massachusetts,Middlesex
1472,42.446396,-71.459405,West Groton,Massachusetts,Middlesex
1473,42.549489,-71.913219,Westminster,Massachusetts,Worcester
1474,42.446396,-71.459405,West Townsend,Massachusetts,Middlesex
1475,42.661612,-72.047876,Winchendon,Massachusetts,Worcester
1477,42.364807,-71.896868,Winchendon Springs,Massachusetts,Worcester
1501,42.184835,-71.947184,Auburn,Massachusetts,Worcester
1503,42.3129,-71.841656,Berlin,Massachusetts,Worcester
1504,42.114078,-71.799785,Blackstone,Massachusetts,Worcester
1505,42.300037,-71.943458,Boylston,Massachusetts,Worcester
1506,42.19169,-72.105011,Brookfield,Massachusetts,Worcester
1507,42.13277,-71.972627,Charlton,Massachusetts,Worcester
1508,42.109748,-72.079455,Charlton City,Massachusetts,Worcester
1509,42.364807,-71.896868,Charlton Depot,Massachusetts,Worcester
1510,42.413972,-71.687523,Clinton,Massachusetts,Worcester
1515,42.205311,-72.049907,East Brookfield,Massachusetts,Worcester
1516,42.113076,-71.891139,Douglas,Massachusetts,Worcester
1517,42.364807,-71.896868,East Princeton,Massachusetts,Worcester
1518,42.106405,-72.114045,Fiskdale,Massachusetts,Worcester
1519,42.203944,-71.682862,Grafton,Massachusetts,Worcester
1520,42.336791,-71.845316,Holden,Massachusetts,Worcester
1521,42.061063,-72.163991,Holland,Massachusetts,Hampden
1522,42.264629,-71.795442,Jefferson,Massachusetts,Worcester
1523,42.427188,-71.91177,Lancaster,Massachusetts,Worcester
1524,42.238192,-72.012379,Leicester,Massachusetts,Worcester
1525,42.364807,-71.896868,Linwood,Massachusetts,Worcester
1526,42.364807,-71.896868,Manchaug,Massachusetts,Worcester
1527,42.255642,-71.819961,Millbury,Massachusetts,Worcester
1529,42.124662,-71.846943,Millville,Massachusetts,Worcester
1531,42.320938,-72.128644,New Braintree,Massachusetts,Worcester
1532,42.322118,-71.64282,Northborough,Massachusetts,Worcester
1534,42.207191,-71.856807,Northbridge,Massachusetts,Worcester
1535,42.275382,-72.089338,North Brookfield,Massachusetts,Worcester
1536,42.407556,-71.860402,North Grafton,Massachusetts,Worcester
1537,42.166241,-71.891052,North Oxford,Massachusetts,Worcester
1538,42.364807,-71.896868,North Uxbridge,Massachusetts,Worcester
1540,42.109223,-71.855444,Oxford,Massachusetts,Worcester
1541,42.451926,-71.880057,Princeton,Massachusetts,Worcester
1542,42.220085,-71.914361,Rochdale,Massachusetts,Worcester
1543,42.383516,-71.95463,Rutland,Massachusetts,Worcester
1545,42.286992,-71.715313,Shrewsbury,Massachusetts,Worcester
1546,42.364807,-71.896868,Shrewsbury,Massachusetts,Worcester
1550,42.129251,-72.031155,Southbridge,Massachusetts,Worcester
1560,42.176544,-71.681912,South Grafton,Massachusetts,Worcester
1561,42.443539,-71.686137,South Lancaster,Massachusetts,Worcester
1562,42.254837,-72.065612,Spencer,Massachusetts,Worcester
1564,42.366765,-71.939375,Sterling,Massachusetts,Worcester
1566,42.10273,-72.080996,Sturbridge,Massachusetts,Worcester
1568,42.175591,-71.603197,Upton,Massachusetts,Worcester
1569,42.059736,-71.638438,Uxbridge,Massachusetts,Worcester
1570,42.1351,-71.994169,Webster,Massachusetts,Worcester
1571,42.059189,-71.937037,Dudley,Massachusetts,Worcester
1580,42.364807,-71.896868,Westborough,Massachusetts,Worcester
1581,42.255222,-71.845865,Westborough,Massachusetts,Worcester
1582,42.364807,-71.896868,Westborough,Massachusetts,Worcester
1583,42.362783,-71.781215,West Boylston,Massachusetts,Worcester
1585,42.235638,-72.172523,West Brookfield,Massachusetts,Worcester
1586,42.364807,-71.896868,West Millbury,Massachusetts,Worcester
